pH,Temp,Voltage,QC
1.97,43.27,17.81,0
2.16,42.24,17.36,0
2.04,42.4,15.37,0
2.11,41.93,16.4,0
1.9,42.51,15.67,0
1.85,42.13,17.88,0
1.9,42.76,18.18,0
1.87,44.69,17.88,0
1.89,44.36,18.42,0
1.94,43.35,18.29,0
1.84,44.38,19.71,0
1.96,44.7,17.31,0
2.11,40.61,17.08,0
1.98,40.93,15.83,0
2.05,43.82,15.83,0
1.96,40.19,18.32,0
1.9,41.6,15.04,0
2.16,41.99,17.79,0
1.82,40.81,16.58,0
2.12,42.12,18.29,0
2.04,40.03,18.7,0
1.82,42.19,17.42,0
1.86,41.03,19.58,0
1.91,44.84,18.11,0
2.49,43.39,16.24,0
2.12,42.34,18,0
1.91,44.79,15.51,0
2.15,42.31,18.12,0
1.97,41.92,16.35,0
2.13,41.5,17.74,0
1.84,43.63,17.11,0
1.91,44.58,19.54,0
2.49,43.39,16.24,0
2.16,42.24,15.19,0
2.16,41.63,17.73,0
1.97,41.98,18.28,0
1.98,44.47,16.92,0
1.88,43.97,16.8,0
1.81,42.37,19.22,0
1.99,42.12,19.82,0
2.09,44.81,17.56,0
2.03,44.42,17.67,0
1.85,42.64,16.51,0
2.16,44.83,16.26,0
2.14,40.37,19.8,0
2.49,43.39,16.24,0
2,41.33,16.51,0
2.14,42.84,17.46,0
2.19,41.03,18.24,0
2.08,41.54,19.71,0
1.92,41.96,18.03,0
2.18,41.41,16.09,0
2.08,44.23,15.12,0
1.89,42.89,16.28,0
2.11,41.25,18.34,0
2.01,42.74,17.32,0
1.92,42.24,16.91,0
2.08,43.28,16.03,0
1.9,44.34,17.85,0
1.89,40.98,18.71,0
2.17,44.34,16.21,0
2.05,43.66,15.15,0
2.02,42.97,19.4,0
2.17,43.79,17.36,0
1.84,40.98,19.51,0
2.13,43.16,19.82,0
2.19,41.31,16.03,0
1.91,40.63,15.22,0
2.15,43.67,19.76,0
2.12,41.49,16.9,0
2.1,43.24,16.74,0
2.08,41.7,18.77,0
2.11,42.69,16.03,0
2.08,41.36,19.05,0
1.9,41.6,17.01,0
1.91,40.93,18.13,0
2.13,41.07,18.67,0
2.16,41.12,19.01,0
1.91,42.24,17.86,0
2.18,43.65,19.68,0
1.88,43.61,16.24,0
2.17,44.95,17.01,0
1.88,43.21,16.5,0
1.9,40.52,19.16,0
1.86,41.31,15.04,0
1.92,42.86,17.8,0
1.81,43.45,18.67,0
2.01,40.44,19.53,0
2.18,44.86,17.31,0
2.12,44.39,17.89,0
1.88,42.27,16.33,0
2.1,43.37,18.23,0
1.89,42.17,19.96,0
2.12,42.99,18.02,0
2.04,43.93,15.35,0
1.82,41.68,19.26,0
1.95,42.84,16.09,0
1.84,44.45,17.17,0
1.91,42.55,19.25,0
1.89,43.83,18.93,0
2.12,43.92,16.19,0
2.09,40.78,18.75,0
1.92,43.66,15.68,0
1.95,42.63,15.36,0
1.95,41.35,18.42,0
2.07,40.85,16.69,0
1.9,43.25,15.78,0
2.16,43.07,15.54,0
2.14,44.6,19.94,0
1.83,40.03,18,0
1.81,44.54,15.14,0
2.48,44.11,18.41,0
1.89,44.98,15.4,0
2.21,36.91,18.86,0
1.99,42.12,16.98,0
2.06,42.65,15.69,0
1.84,40.85,15.81,0
2.01,41.81,16.71,0
2.15,43.26,16.28,0
1.97,42.99,19.25,0
2.08,41.61,16.89,0
2.1,40.5,18.92,0
2.07,41.27,15.36,0
2.19,40.22,15.22,0
1.85,41.07,18.28,0
1.95,40.9,19.78,0
1.87,44.14,18.14,0
1.82,41.85,17.58,0
2.13,42.59,17.41,0
1.95,44.53,16.96,0
1.84,40.44,15.23,0
2.49,37.83,13.67,0
1.97,43.86,17.58,0
1.96,43.93,17.59,0
1.81,43.83,17.37,0
1.99,43.89,15.49,0
1.87,40.31,16.34,0
1.86,43.93,18.56,0
1.91,40.44,16.49,0
1.82,40.1,19.46,0
2.12,41.93,16.29,0
1.99,40.86,19.61,0
1.83,44.8,15.22,0
1.94,41.46,15.24,0
1.92,41.75,16.51,0
2.19,43.84,15.84,0
2.19,40.77,17.68,0
1.95,40.74,15.92,0
1.94,40.62,18.89,0
2.04,44.43,18.23,0
2.04,43.42,17,0
2.12,41.76,17.33,0
1.83,43.91,17.15,0
2.1,42.89,16.93,0
2.04,43.11,18.11,0
1.92,44.27,17.7,0
1.85,44.75,18.61,0
1.95,42.67,17.17,0
2.15,41.66,17.21,0
2.02,43.22,18.73,0
2,40.12,18.93,0
2.13,41.42,17.9,0
2.12,43.83,16.18,0
2.09,42.55,16.18,0
2.06,42.86,19.6,0
1.98,41.16,16.78,0
2.06,44.33,15.74,0
2.08,41.63,19.82,0
2.09,40.25,15.47,0
1.91,41.54,17.8,0
2.06,40.86,18.42,0
1.9,43.86,18.95,0
2.16,40.13,16.81,0
2.12,41.11,18.89,0
2.16,41.16,18.13,0
2.17,40.8,17.68,0
1.98,42.94,17.48,0
1.95,40.51,17.9,0
1.99,43.47,15.3,0
2.09,41.76,15.08,0
2.05,41.2,18.53,0
2.1,44.04,15.09,0
1.96,44.62,18.83,0
1.82,44.16,15.07,0
1.98,43.08,15.76,0
2.03,44.61,19.52,0
1.81,40.95,16.85,0
2,43.9,17.4,0
1.87,41.71,19.28,0
1.9,41.61,17.74,0
2,44.01,18.44,0
2,40.23,15.42,0
1.99,43.62,15.96,0
2.18,42.47,19.38,0
1.94,44.99,17.96,0
2.01,41.28,18.22,0
2.09,41.83,17.24,0
1.84,41.55,15.86,0
2.14,41.31,17.84,0
1.96,41.82,16.08,0
2,44.68,16.17,0
1.99,40.35,18.68,0
2.02,41.27,17.13,0
1.98,43.67,16.66,0
2.04,40.91,16.9,0
1.91,44.61,17.34,0
1.9,43.31,18.46,0
2.12,40.68,15.62,0
1.85,41.88,17.8,0
1.98,40.31,17.67,0
1.85,42.49,18.31,0
2.16,41.3,17.68,0
2.19,43.56,16.22,0
1.98,40.97,16.41,0
1.96,43.72,16.33,0
2.04,43.69,15.04,0
1.88,40.37,19.15,0
1.94,40.91,16.45,0
2.13,44.78,19.97,0
2.39,42.55,17.08,0
1.92,43.51,17.77,0
2.13,40.43,18.12,0
2.02,44.08,15.51,0
1.98,43.4,18.46,0
2.15,42.94,16.43,0
1.83,41.31,19.04,0
1.9,42.93,15.3,0
2.19,40.2,18.19,0
2.19,41.01,16.09,0
1.89,41.24,17.5,0
1.85,42.48,18.08,0
1.95,43.05,16.82,0
1.86,42.19,18.43,0
2.01,42.5,18.85,0
2,40.2,16.89,0
2,42.28,17.27,0
1.89,42.45,15.5,0
2.02,40.4,17.51,0
1.95,43.45,19.9,0
2.08,43.16,19.27,0
1.93,41.98,19.6,0
1.96,44,15.54,0
1.87,40.19,17.1,0
1.86,41.52,15.09,0
1.92,43.45,18.13,0
1.93,42.66,19.57,0
2.1,41.17,18.44,0
2.11,40.13,16.86,0
2.08,43.83,18.84,0
1.93,40.51,18.9,0
1.87,40.18,17.38,0
1.99,42.37,17.19,0
1.81,42.34,16.02,0
2.16,42.36,16.84,0
1.99,43.84,15.67,0
2.03,43.88,15.08,0
1.87,42.37,16.97,0
1.94,41.51,17.45,0
2,42.9,18.74,0
2.03,41.09,19.08,0
1.96,41.87,18.62,0
1.91,42.32,16.05,0
2.02,44.84,17.23,0
1.88,41.76,19.02,0
2.05,40.33,17.79,0
2.08,40.89,17,0
2.06,43.29,15.1,0
2.34,35.75,16.3,0
1.92,41.88,19.85,0
2.16,41.41,15.13,0
2,42.5,18.53,0
1.82,40.57,15.03,0
1.85,44.4,19.76,0
1.91,41.43,18.48,0
1.98,42.14,17.33,0
1.88,40.9,16.63,0
2.02,42.24,18.33,0
2.13,42.63,17.52,0
2.15,43.72,16.04,0
1.92,44.01,18.02,0
2,44.59,15.17,0
1.82,41.59,15.12,0
1.92,41.97,18.01,0
2.08,43.77,18.42,0
2.07,42.25,19.8,0
2.12,41.57,19.24,0
2.05,43.76,16.64,0
1.89,43.88,16.97,0
2.05,44.65,18.18,0
1.97,41.34,17.69,0
1.98,43.7,15.94,0
2.04,43.38,15.97,0
1.94,42.35,16.71,0
2.19,41.13,16.2,0
2.15,41.63,17.51,0
2,43.6,17.85,0
1.83,40.23,18.46,0
2.04,41.48,19.99,0
1.84,44.01,16.16,0
2.01,41.09,17.98,0
2.08,43.18,19.29,0
1.83,41.34,16.08,0
2.05,41.22,19.21,0
1.84,41.15,16.6,0
1.9,42.93,19.07,0
1.85,40.43,19,0
2.16,42.05,18.43,0
2.01,42.92,17.38,0
2.05,43.67,17.21,0
2.03,41.85,18.1,0
2.18,43.5,17.84,0
2.1,42.92,16.29,0
1.99,42.79,17.58,0
1.87,43.5,19.58,0
2.1,42.39,17.64,0
2.1,43.89,15.74,0
1.85,44.44,16.7,0
2.16,40.98,16.13,0
2.03,40.96,15.78,0
2.18,44.23,15.48,0
1.97,43.36,15.66,0
2.11,44.13,16.26,0
2.03,40.72,18.56,0
1.87,40.31,16.33,0
2.12,40.91,19.25,0
2.08,40.89,13.67,0
1.81,40.11,18.35,0
1.89,40.41,16.8,0
2.1,40.95,17.27,0
1.98,44.15,15.76,0
1.91,40.91,15.69,0
2.16,43.52,16.88,0
1.85,40.1,19.33,0
1.88,40.69,18.64,0
2.18,43.17,16.46,0
1.85,41.63,16.92,0
2.04,41.12,17.58,0
2,44.36,18.36,0
2.04,44.99,19.34,0
2.04,44.03,15.54,0
2.04,43.22,15.67,0
2.12,42.73,17.75,0
1.83,44.33,13.16,0
1.94,44.86,17.65,0
1.82,41.06,17.68,0
1.93,44.6,19.61,0
2.12,44.43,15.47,0
2.07,43.34,17.73,0
2.17,40.96,16.12,0
1.94,41.68,15.4,0
1.92,41.43,16.17,0
1.92,40.72,16.62,0
2.17,44.29,18.9,0
1.89,43.64,19.07,0
1.9,41.68,19.15,0
1.96,42.66,17.02,0
2.14,44.52,19.35,0
1.89,41.35,18.29,0
1.84,44.87,15.23,0
1.99,40.94,18.45,0
2.06,42.98,16.6,0
2.1,42.3,15.16,0
2.46,42.63,18.23,0
1.85,40.6,15.68,0
1.85,41.89,16.24,0
2.08,44.66,16.15,0
1.95,41.35,15.49,0
1.95,42.49,19.15,0
2.16,42.42,19.5,0
2.12,41.2,19.53,0
1.96,43.92,18.36,0
1.91,40.1,15.92,0
1.88,41.25,18.95,0
2.04,40.86,16.22,0
1.89,43.86,19.57,0
1.9,42.17,15.63,0
1.95,44.58,19.83,0
2.05,42.1,15.82,0
1.9,44.25,19.35,0
1.91,41.74,16.29,0
1.96,42.46,18.43,0
1.89,41.95,18.33,0
1.96,42.82,15.67,0
1.82,44.31,16.39,0
1.9,44.94,17.96,0
2.12,40.43,18.71,0
1.99,42.21,16.07,0
2.14,42.78,19.48,0
1.86,43.74,16.91,0
1.98,40.64,18.88,0
1.97,43.57,19.32,0
2.11,42.6,17.42,0
1.96,43.63,19.78,0
1.88,41.29,17.35,0
2.38,43.42,18.45,0
2.08,44.06,17.15,0
1.81,40.52,15.64,0
1.99,41.49,17.73,0
2.15,40.86,19.92,0
1.91,41.35,18.67,0
2.06,43.97,17.41,0
2.04,44.26,17.51,0
2.15,44.15,16.55,0
1.96,44.87,17.44,0
2.14,44.13,15.97,0
2.09,44.86,18.44,0
1.82,42.3,15.38,0
2.18,44.2,15.78,0
2.09,40.94,16.8,0
2.12,44.95,15.17,0
1.82,44.93,16.12,0
1.89,43.24,16.22,0
1.86,41.67,18.8,0
1.93,44.11,15.66,0
2.19,40.86,18.95,0
1.84,43.46,18.04,0
1.89,41.67,18.97,0
2.03,43.7,19.22,0
1.98,42.44,19.71,0
1.82,41.62,15.59,0
1.98,41.11,15.96,0
1.98,43.27,18.21,0
2.09,44.22,15.02,0
1.93,44.41,16.57,0
2.01,40.95,18.99,0
2.07,41.54,15.36,0
2.39,44.28,16.69,0
1.95,41.19,16.82,0
1.86,42.22,16.93,0
1.9,43.38,16.41,0
1.94,44.54,15.14,0
2.11,40.98,16.11,0
2.06,42.72,15.56,0
1.94,41.86,19.01,0
1.98,42.23,16.2,0
1.91,41.49,16.84,0
1.9,44.66,16.66,0
1.86,43.61,19.52,0
1.9,44.99,17.75,0
1.9,40.36,15.42,0
1.83,44.03,18.99,0
2.08,42.87,15.96,0
2.14,40.14,17.87,0
2.02,42.9,17.52,0
1.93,43.82,15.45,0
1.93,42.09,17.42,0
2.19,44.87,18.23,0
2.03,41.82,17.34,0
1.82,40.63,16.18,0
2.16,44.76,16.99,0
1.96,44.89,19.5,0
2.18,43.21,15.56,0
2,41.74,19.28,0
2.37,40.03,18.05,0
1.99,44.27,17.38,0
2.09,43.84,15.79,0
1.92,40.61,17.75,0
1.85,41.88,17.22,0
2.13,42.68,16.31,0
1.95,42.9,15.69,0
2.16,40.32,17.45,0
1.99,41.9,18.93,0
1.94,43.99,17.29,0
2.16,42.47,15.21,0
2,42.53,17.28,0
2.18,42.08,15.2,0
2.08,40.74,19.88,0
1.99,43.44,15.66,0
1.83,44.61,15.41,0
1.97,42.65,19.21,0
1.92,40.32,18.05,0
2.09,44.22,17.4,0
1.83,43.79,18.94,0
2.18,43.99,19.66,0
1.88,43.1,17.69,0
2.18,44.97,15.7,0
1.91,42.73,17.42,0
2.11,40.79,17.88,0
2.17,44.85,15.29,0
2,43.2,15.61,0
1.91,42.06,18.76,0
1.89,44.73,18.39,0
2.14,43.61,16.75,0
2.03,40.48,15.98,0
2.16,44.87,17.26,0
1.82,41.54,15.13,0
1.86,44.79,19.6,0
2.12,43.87,15.3,0
2.07,40.47,18.9,0
2.11,44.78,19.16,0
1.87,41.47,19.1,0
2.08,43.3,15.21,0
1.82,40.24,18.81,0
2.11,33.61,15.17,0
2.1,43.02,19.13,0
2.18,40.02,18.21,0
2.12,42.79,18.31,0
2.18,44.85,19.69,0
1.99,43.88,16.74,0
2.03,44.79,17.51,0
2.07,42.26,17.48,0
1.98,42.18,18.17,0
1.86,41.93,17.5,0
1.85,44.19,19.78,0
1.93,43.64,16.73,0
2.02,43.78,17.06,0
2.06,42.59,19.11,0
1.9,42.48,16.79,0
1.81,43.52,17.9,0
1.99,40.55,16.77,0
2.15,44.24,17.85,0
2.02,41.48,16.02,0
1.88,43.41,17.92,0
2.01,40.11,16.66,0
2.14,43,18.27,0
2.05,42.05,18.45,0
1.95,42.03,19.36,0
2.07,41.44,19.07,0
2.14,40.57,19.72,0
2.16,41.11,18.6,0
1.88,40.18,17.6,0
1.81,40.43,15.77,0
2.15,42.26,15.73,0
1.89,44.09,17.92,0
1.87,43.04,16.39,0
2.01,42.19,16.51,0
1.84,41.75,15.11,0
1.91,43.15,16.06,0
1.9,40.36,18,0
2.19,41.33,18.15,0
2.15,41.99,18.81,0
2.05,40.79,13.24,0
2.13,40.68,18.72,0
2.09,40.9,17.25,0
1.95,42.28,15.55,0
1.87,42.34,18.69,0
1.91,42.36,15.56,0
1.9,43.3,16.49,0
2.02,42.83,15.33,0
1.96,40.95,15.04,0
1.89,43.53,17.04,0
2.16,42.45,17.75,0
2.17,41.17,17.06,0
2.15,40.19,15.52,0
1.99,43.52,16.05,0
1.86,42.64,17.42,0
1.84,40.38,17.97,0
2.15,40.4,15.04,0
1.98,42.34,16.75,0
1.95,41.34,17.97,0
1.91,43.72,16.73,0
1.91,44.82,17.38,0
1.85,40.37,19.3,0
1.82,42.68,16.28,0
2.06,43.44,19.76,0
1.98,44.29,15.79,0
2.12,42.32,16.97,0
2.15,42.09,17.6,0
2,44.66,17.49,0
2.14,40.16,17.73,0
1.83,42.86,19.9,0
1.84,40.04,19.99,0
2.11,40.96,16.1,0
2.08,42.45,17.5,0
1.92,43.8,16.6,0
1.91,40.45,16.87,0
1.82,44.29,19.71,0
1.83,42.57,19.71,0
1.92,42.42,17.4,0
1.82,42.3,15.65,0
2.09,41.63,15.67,0
1.87,43.73,18.88,0
2.13,44.91,19.4,0
1.91,42.26,16.87,0
2,44.67,16.31,0
1.85,44.4,16.52,0
2.01,42.59,18.47,0
1.87,40.4,19.87,0
1.83,40.27,17.15,0
2.03,43.02,17.8,0
2.05,41.78,17.6,0
1.84,43.45,19.39,0
2.05,41.25,16.67,0
1.99,40.8,15.13,0
2.08,41.1,19.99,0
2.16,42.71,17.38,0
2.1,41.5,17.89,0
2.12,43.52,18.12,0
2,42.59,19.93,0
1.84,40.86,15.46,0
1.93,44.29,17.95,0
2.08,44.26,16.43,0
2.09,41.94,18.65,0
1.85,43.61,17.07,0
2.18,42.13,17.08,0
2.17,40.34,17.66,0
1.96,41.07,17.11,0
2.16,40.11,17.75,0
1.93,41.85,18.21,0
2.15,42.12,17.42,0
1.99,44.06,18.9,0
1.81,40.33,17.64,0
1.96,42.58,18.26,0
1.98,40.14,16.96,0
2.18,41.99,16.57,0
2.14,44.07,17.34,0
1.88,40.14,15.21,0
1.91,42.44,18.52,0
2,40.63,17.74,0
2.07,40.83,15.17,0
1.85,44.76,19.09,0
2.18,42.03,17.6,0
2.07,42.02,18.8,0
1.98,41.21,19.4,0
1.86,44.89,18.42,0
1.93,41.38,15.84,0
2.13,44.89,17.41,0
2.19,44.57,15.67,0
2.1,43.27,16,0
1.97,40.44,18.47,0
2.08,40.92,17.72,0
1.85,43.52,16.26,0
1.88,42.46,16.36,0
1.92,43.91,18.21,0
2,41.03,19.66,0
1.87,43.39,16.78,0
2.1,41.29,15.73,0
1.81,43,19.35,0
2.04,43.66,19.28,0
2.18,44.75,16.02,0
1.89,43.4,15.8,0
1.85,43.52,16.58,0
2.13,42.76,18.26,0
2.03,42.49,18.3,0
2.07,42.68,18.24,0
1.81,42.16,18.22,0
2.02,42.55,16.29,0
1.89,41.34,17.99,0
2.11,43.93,16.3,0
1.83,43.92,18.9,0
2.06,44.85,17.09,0
1.97,43.35,16.4,0
2.19,41.18,18.02,0
1.83,41.48,18.56,0
2.18,42.02,15.48,0
2.16,43.69,19.04,0
1.94,44.96,18.23,0
2.06,40.36,17.64,0
1.91,41.08,17.93,0
1.82,42.99,16.63,0
2.1,43.93,18.53,0
2.18,40.77,17.69,0
2.01,43.16,16.55,0
1.84,42.36,16.07,0
2.09,43.38,15.61,0
2.15,42.37,16.67,0
2.02,44.62,17.14,0
1.99,43.86,16.22,0
2.08,41.71,17.2,0
2.05,44.36,16.12,0
1.89,44.66,19.57,0
2.49,40.63,16.07,0
1.84,43.65,17.96,0
2.1,44.81,17.32,0
2.17,42.24,16.84,0
2.08,42.33,17.15,0
2.16,44.89,15.65,0
2.15,43.04,17.72,0
1.85,40.28,15.44,0
2.03,44.28,15.16,0
1.97,41.95,19,0
2.17,44.68,17.17,0
1.96,44.05,15.06,0
1.87,41.3,19.43,0
1.89,43.59,15.82,1
2.05,43.7,17.26,1
2.01,41.73,16.23,1
2.04,43.58,15.29,1
2.19,44.44,18.53,1
1.97,41.25,17.62,1
2.05,43.24,19.17,1
1.94,42.66,15.1,1
2.14,42.16,18.21,1
1.92,44.09,18.97,1
2.1,41.47,15.64,1
1.86,43.05,17.43,1
2.19,42.78,17.24,1
2.11,41.55,19.73,1
2.48,41.42,12.6,1
1.81,43.91,19.33,1
1.92,41.15,19.51,1
2.01,44.39,16.59,1
1.93,42.85,10.48,1
2.14,40.05,16.03,1
2.06,44.76,19.56,1
2.36,33.57,16.86,1
2.03,43.3,15.28,1
1.89,42.24,16.46,1
1.82,43.78,16.02,1
2.12,42.08,18.84,1
2.03,43.94,18.97,1
1.89,43.81,15.06,1
2.16,42.25,19.62,1
2.15,42.8,17.65,1
1.82,43.07,17.62,1
2.09,43.44,17.59,1
2.12,44.49,18.04,1
1.84,44.06,15.28,1
2.03,43.8,17.03,1
1.85,44.9,16.48,1
1.89,44.34,19.78,1
2.08,42.18,15.32,1
2.08,40.35,18.68,1
1.95,43.35,15.24,1
1.84,40.57,15.1,1
1.94,44.57,17.66,1
1.94,44.3,19.23,1
2.25,42.82,18.26,1
2.05,43.36,19.76,1
2.12,35.69,17.92,1
2.04,42.14,17.76,1
1.93,43.04,16.4,1
2.19,40.89,17.61,1
2.16,40.72,18.58,1
2.15,44.86,18.91,1
2.41,37.41,13.43,1
2.17,42.99,15.73,1
2.03,40.52,15.88,1
1.88,44.01,18.47,1
1.9,43.3,18.64,1
1.91,42.28,17.24,1
2.07,42.82,18.18,1
2.19,42.11,16.16,1
1.94,43.91,17.6,1
1.92,43.44,19.76,1
2.26,42.24,19.82,1
2.13,43.91,16.05,1
2.23,43.54,17,1
2.01,43.67,15.43,1
1.86,44.2,16.53,1
2.16,40.05,19.57,1
2.11,42.14,16.71,1
2.01,40.57,16.86,1
1.82,40.82,15.47,0
1.83,44.62,15.04,0
1.9,41.55,15.64,0
2.02,41.7,15.86,0
1.96,41.23,15.58,0
2.12,42.33,15.79,0
1.93,43.7,16.55,0
1.92,44.04,15.26,0
2.08,43.46,19.91,0
1.81,44.21,18.59,0
2.11,40.98,19.76,0
2.1,44.54,17.56,0
2.03,42.91,19.29,0
2.02,42.68,18.77,0
2.18,44.02,18.17,0
2.13,43.45,17.3,0
2.13,42.7,13.29,0
2.14,41.81,17.56,0
2.14,43.56,17.16,0
2.18,43.1,16.52,0
1.9,43.58,16.04,0
2.07,40.23,17.34,0
2.02,41.51,15.8,0
2.06,42.59,17.63,0
2.16,43.36,15.81,0
1.88,42.55,16.71,0
2.15,42.49,16.73,0
2.13,42.18,19.01,0
2.04,44.13,18.3,0
1.86,41.53,17.09,0
1.9,43.25,17.39,0
1.98,41.77,18.19,0
1.9,40.33,18.77,0
2.19,42.89,15.4,0
1.86,40.88,15.47,0
2.01,42.07,16.94,0
1.82,43,18.83,0
1.94,42.39,19.48,0
2.04,42.67,18.19,0
1.9,44.4,19.13,0
2.1,40.65,17.79,0
2.01,42.62,19.41,0
2.16,44,18.93,0
1.82,43.81,16.95,0
2.04,41.84,19.75,0
2.1,42,18,0
1.89,42.36,18.79,0
1.99,40.17,15.53,0
2.17,43.22,17.73,0
2.19,42.09,18.74,0
1.92,43.7,18.29,0
1.81,42.29,15.41,0
2.11,42.73,19.55,0
2.02,44,16.24,0
2,44.98,16.67,0
2.16,44.57,16.86,0
2.16,43.69,16.77,0
2.17,40.58,17.29,0
2,42.69,15.24,0
2.1,44.5,15.59,0
1.87,44.65,18.74,0
1.96,41.7,19.53,0
2.02,41.44,15.75,0
1.93,42.57,19.13,0
1.9,43.02,18.24,0
2.03,40.94,16.49,0
2.03,41.51,19.3,0
2.49,43.78,17.23,0
2.08,44.36,17.36,0
2.13,41.41,16.16,0
2.1,44.01,17.48,0
2.08,41.49,19.04,0
2.02,40.45,17.44,0
2.01,43.4,17.18,0
1.86,40.83,17.22,0
2.08,41.42,19.58,0
2.07,43.83,15.9,0
1.87,42.58,18.22,0
1.84,41.98,15.27,0
1.95,42.08,17.52,0
2.01,41.53,18.88,0
1.89,43.12,18.65,0
1.95,44.86,18.07,0
1.9,42.87,15.89,0
2.12,42.16,15.8,0
2.03,42.68,16.9,0
1.91,41.01,19.36,0
2.02,40.72,17.45,0
1.98,42.65,15.25,0
2.08,42.55,17.09,0
1.99,41.41,16.9,0
2.01,41.88,18.68,0
2.12,41.3,15.98,0
2.11,42.07,15.57,0
1.84,44.4,19.47,0
2.14,41.97,18.08,0
2.19,43.9,19.22,0
2.1,40.44,17.76,0
2.09,40.84,17.5,0
2.07,44,17.58,0
2.08,41.09,17.53,0
1.98,44.03,19.81,0
2.1,40.37,16.22,0
2.17,44.9,16.67,0
1.95,41.18,18.6,0
1.95,40.74,17.22,0
1.96,43.77,16.71,0
2.18,40.61,18.36,0
2.1,44.22,18.67,0
2.04,41.63,15.47,0
2.19,42.8,19.32,0
1.9,42.85,15.97,0
2.11,41.36,15.34,0
1.83,43.59,17.89,0
2.04,41.56,15.49,0
2.06,42.83,15.34,0
1.94,44.79,15.07,0
2.08,43.18,17.62,0
1.85,44.04,18.55,0
1.85,40.2,17.92,0
2.01,44.22,16.82,0
1.91,42.56,19.48,0
2,44.67,17.71,0
2.03,37.8,17.55,0
1.84,40.07,18.65,0
1.86,42.9,17.79,0
2.13,43.63,16.18,0
2.12,42.56,18,0
2.15,42.19,18.35,0
1.86,40.05,15.18,0
1.98,42.29,17,0
2.02,42.64,17.18,0
1.89,41.51,18.45,0
2.07,41.68,19.85,0
1.84,40.91,19.12,0
2.11,43.07,18.33,0
1.91,41.57,17.22,0
2.07,40.82,16.07,0
2.17,42.68,17.6,0
2.01,40.85,16.74,0
1.88,43.62,16.01,0
2.33,44.87,16.06,0
2.07,41.13,15.2,0
2.08,40.75,16.99,0
1.95,44.07,17.47,0
1.93,44.49,19.59,0
1.89,40.08,19.3,0
1.93,40.37,15.7,0
2.18,42.19,15.26,0
1.98,42.79,19.23,0
2.14,43.87,16.18,0
2.12,42.23,18.35,0
1.81,42.39,15.99,0
2.33,44.87,16.06,0
1.97,42.46,19.26,0
1.85,41.72,17.3,0
1.83,40.44,15.9,0
1.98,42.07,16.86,0
2.12,44.65,19.18,0
2.1,44.17,16.71,0
2.17,43.96,18.95,0
2.15,44.52,15.13,0
1.97,40.06,17.37,0
2.08,41.16,16.27,0
2.12,42.91,15.13,0
2.01,44.33,16.91,0
1.93,43.61,17.71,0
1.96,40.54,18.72,0
1.95,43.74,19.88,0
2.05,44.88,19.36,0
2.07,44.36,17.8,0
1.98,40.62,17.46,0
1.98,43.72,17.4,0
2.05,42.65,16.65,0
2.15,40.39,18.9,0
1.95,41.64,15.35,0
1.88,43.64,15.19,0
1.95,40.02,15.21,0
1.93,41.42,19.86,0
2.33,44.87,16.06,0
1.88,41.2,18.15,0
2.06,44.05,19.06,0
1.93,41.63,18.1,0
2.14,44.14,18.69,0
2.03,40.27,16.53,0
2.01,44.92,18.19,0
2.02,43.06,16.37,0
1.9,42.48,16.56,0
2.02,43.91,18.62,0
1.9,42.91,18.76,0
1.98,44.82,15.17,0
2.09,44.43,19.97,0
1.81,41.36,17.82,0
1.97,43.89,18.7,0
1.82,43.87,19.64,0
1.98,40.51,17.07,0
1.81,44.57,19.43,0
1.97,44.34,16.91,0
1.86,43.94,18.36,0
1.85,40.53,19.7,0
1.89,41.34,16.7,0
2.01,44.82,15.08,0
1.86,43.63,19.87,0
1.89,42.76,16.35,0
1.92,43.46,16.48,0
2.33,44.87,16.06,0
1.87,44.87,19.79,0
2.15,43.1,15.48,0
2.06,40.36,16.72,0
1.95,40.23,19.03,0
2.03,40.19,16.17,0
1.89,44.23,19.64,0
2.01,41.71,15.06,0
1.98,42.87,15.58,0
2.11,43.61,18.48,0
1.89,40.58,19.58,0
2.14,42.84,17.33,0
1.94,44.55,18.26,0
2.07,41.82,15.28,0
2.13,40.64,17.47,0
2.17,40.46,17.99,0
2.19,44.61,15.66,0
2.09,42,16.55,0
1.84,44.1,15.63,0
1.9,42.21,18.29,0
2.04,42.41,17.95,0
1.86,44.59,15.99,0
1.91,44.73,15.65,0
2.19,43.27,19.84,0
2.06,42.96,19.16,0
1.95,41.47,16.9,0
2.16,41.52,15.44,0
1.83,43.16,15.1,0
1.91,42.1,18.41,0
1.86,42.3,17.5,0
2.08,44.81,15.4,0
1.86,42.49,16.98,0
1.85,40.66,19.99,0
1.9,42.97,18.24,0
2.07,42.56,19.37,0
2.15,44.27,16.27,0
1.81,41.62,17.38,0
1.97,43.86,17.43,0
1.89,40.47,18.69,0
1.93,43.8,18.6,0
1.87,42.79,15.49,0
1.98,43.62,17.89,0
2.17,40.28,15.55,0
2.1,43.1,15.01,0
2.17,41.2,18.92,0
2.06,40.73,16.85,0
1.99,44.89,17.99,0
1.98,42.43,15.4,0
2.07,44.63,19.01,0
1.97,42.73,17.75,0
2.09,43.3,17.13,0
2.01,40.08,19.41,0
1.91,43.8,17.55,0
2.17,42.47,19.54,0
1.85,41.87,16.79,0
1.97,41.33,16.44,0
2.12,44.55,17.62,0
